cosine_tfidf,jaccard_tokens,dice_tokens,overlap_unique_tokens,char_len_a,char_len_b,char_len_diff,line_count_a,line_count_b,line_count_diff,token_count_a,token_count_b,token_count_diff,is_clone
0.7013118573712724,0.5686274509803921,0.725,0.8529411764705882,523.0,614.0,91.0,13.0,13.0,0.0,115.0,138.0,23.0,0
0.8680629783424264,0.7272727272727273,0.8421052631578947,0.8571428571428571,211.0,219.0,8.0,6.0,6.0,0.0,67.0,70.0,3.0,1
0.9399398027495991,0.9166666666666666,0.9565217391304348,0.9565217391304348,225.0,206.0,19.0,7.0,6.0,1.0,46.0,43.0,3.0,1
0.7910852451231506,0.6857142857142857,0.8135593220338984,0.9230769230769231,260.0,353.0,93.0,10.0,12.0,2.0,52.0,76.0,24.0,1
0.7691994028760231,0.8378378378378378,0.9117647058823529,0.9393939393939394,320.0,305.0,15.0,16.0,16.0,0.0,100.0,92.0,8.0,0
0.5351476662621425,0.71875,0.8363636363636363,0.8846153846153846,186.0,269.0,83.0,5.0,10.0,5.0,56.0,80.0,24.0,1
0.9276787607839669,0.8461538461538461,0.9166666666666666,1.0,56.0,62.0,6.0,4.0,5.0,1.0,24.0,27.0,3.0,1
0.38297300940560874,0.7333333333333333,0.8461538461538461,0.9166666666666666,112.0,102.0,10.0,5.0,5.0,0.0,19.0,21.0,2.0,0
0.2765330667014264,0.8571428571428571,0.9230769230769231,0.9230769230769231,161.0,185.0,24.0,11.0,11.0,0.0,54.0,54.0,0.0,0
0.9049789169196321,0.8125,0.896551724137931,1.0,76.0,103.0,27.0,5.0,6.0,1.0,19.0,27.0,8.0,0
0.4419469014679398,0.59375,0.7450980392156863,0.76,265.0,168.0,97.0,13.0,7.0,6.0,85.0,46.0,39.0,1
0.9152412062249609,0.8571428571428571,0.9230769230769231,0.9375,411.0,380.0,31.0,23.0,23.0,0.0,193.0,173.0,20.0,0
0.8848052050270414,0.8333333333333334,0.9090909090909091,0.9090909090909091,160.0,138.0,22.0,7.0,5.0,2.0,43.0,39.0,4.0,1
0.17428662180541485,0.41935483870967744,0.5909090909090909,0.7222222222222222,254.0,139.0,115.0,8.0,3.0,5.0,43.0,27.0,16.0,1
0.2780502951540119,0.6206896551724138,0.7659574468085106,0.9,299.0,159.0,140.0,17.0,8.0,9.0,83.0,37.0,46.0,1
0.7569834686799606,0.8125,0.896551724137931,0.9629629629629629,164.0,214.0,50.0,6.0,7.0,1.0,40.0,55.0,15.0,0
0.551442977578246,0.7307692307692307,0.8444444444444444,0.8636363636363636,196.0,219.0,23.0,10.0,10.0,0.0,54.0,53.0,1.0,0
0.44284957313108014,0.7894736842105263,0.8823529411764706,0.8823529411764706,77.0,91.0,14.0,5.0,5.0,0.0,26.0,28.0,2.0,0
0.9799396834634361,0.972972972972973,0.9863013698630136,1.0,456.0,445.0,11.0,17.0,17.0,0.0,97.0,93.0,4.0,0
0.5854138013383589,0.8,0.8888888888888888,0.9032258064516129,257.0,246.0,11.0,9.0,8.0,1.0,66.0,64.0,2.0,0
0.8447205214944102,0.8157894736842105,0.8985507246376812,0.9117647058823529,446.0,441.0,5.0,11.0,11.0,0.0,110.0,109.0,1.0,0
0.8654440256666414,0.7073170731707317,0.8285714285714286,0.8285714285714286,423.0,430.0,7.0,7.0,7.0,0.0,134.0,134.0,0.0,0
0.6318201128544572,0.8571428571428571,0.9230769230769231,0.9230769230769231,283.0,289.0,6.0,10.0,10.0,0.0,76.0,76.0,0.0,0
0.9660056925120932,0.8974358974358975,0.9459459459459459,0.9459459459459459,386.0,386.0,0.0,12.0,12.0,0.0,125.0,126.0,1.0,0
0.9246090678514972,0.9090909090909091,0.9523809523809523,0.9523809523809523,573.0,567.0,6.0,25.0,25.0,0.0,123.0,133.0,10.0,0
0.9471205224842395,0.8918918918918919,0.9428571428571428,0.9428571428571428,486.0,490.0,4.0,11.0,11.0,0.0,111.0,111.0,0.0,0
0.9650710320114239,0.9130434782608695,0.9545454545454546,0.9545454545454546,224.0,224.0,0.0,6.0,6.0,0.0,56.0,56.0,0.0,0
0.9294029942881488,0.8974358974358975,0.9459459459459459,0.9722222222222222,287.0,283.0,4.0,7.0,7.0,0.0,79.0,78.0,1.0,1
0.4377214949310806,0.7058823529411765,0.8275862068965517,0.8571428571428571,221.0,231.0,10.0,9.0,13.0,4.0,52.0,67.0,15.0,1
0.8589244015709929,0.9047619047619048,0.95,0.95,156.0,146.0,10.0,5.0,5.0,0.0,29.0,29.0,0.0,0
0.6629978215645742,0.5151515151515151,0.68,0.85,232.0,316.0,84.0,7.0,10.0,3.0,52.0,93.0,41.0,1
0.8627170623060686,0.8333333333333334,0.9090909090909091,0.9090909090909091,133.0,135.0,2.0,5.0,5.0,0.0,45.0,49.0,4.0,0
0.7609276075454382,0.7741935483870968,0.8727272727272727,0.96,199.0,192.0,7.0,11.0,6.0,5.0,78.0,91.0,13.0,1
0.4977954365250032,0.8,0.8888888888888888,0.8888888888888888,126.0,117.0,9.0,6.0,6.0,0.0,29.0,31.0,2.0,0
0.9893969406902399,0.8297872340425532,0.9069767441860465,0.9285714285714286,1038.0,1025.0,13.0,21.0,20.0,1.0,296.0,299.0,3.0,0
0.4231797712548478,0.5,0.6666666666666666,0.8888888888888888,211.0,431.0,220.0,11.0,17.0,6.0,63.0,115.0,52.0,1
0.22636091287697763,0.3157894736842105,0.48,0.6206896551724138,674.0,240.0,434.0,22.0,9.0,13.0,155.0,63.0,92.0,1
0.415789759498582,0.48484848484848486,0.6530612244897959,0.9411764705882353,481.0,85.0,396.0,19.0,3.0,16.0,128.0,28.0,100.0,1
0.06767550230439487,0.4166666666666667,0.5882352941176471,0.6666666666666666,421.0,306.0,115.0,21.0,17.0,4.0,127.0,64.0,63.0,1
0.9112136426240587,0.7441860465116279,0.8533333333333334,0.8648648648648649,386.0,402.0,16.0,12.0,12.0,0.0,125.0,126.0,1.0,0
0.5421366033069387,0.75,0.8571428571428571,0.9545454545454546,179.0,251.0,72.0,5.0,11.0,6.0,38.0,51.0,13.0,1
0.9325359220321181,0.8484848484848485,0.9180327868852459,0.9655172413793104,278.0,303.0,25.0,11.0,12.0,1.0,66.0,68.0,2.0,1
0.9882464703499172,1.0,1.0,1.0,264.0,252.0,12.0,13.0,13.0,0.0,93.0,93.0,0.0,0
0.17895041537603457,0.625,0.7692307692307693,0.8064516129032258,286.0,651.0,365.0,10.0,24.0,14.0,116.0,152.0,36.0,1
0.6341344476008864,0.5681818181818182,0.7246376811594203,0.8064516129032258,218.0,262.0,44.0,10.0,19.0,9.0,83.0,104.0,21.0,1
0.6952299783306127,0.65,0.7878787878787878,0.8125,475.0,609.0,134.0,12.0,12.0,0.0,104.0,151.0,47.0,1
0.6847970805726017,0.5555555555555556,0.7142857142857143,0.7352941176470589,414.0,330.0,84.0,13.0,9.0,4.0,108.0,89.0,19.0,1
0.930621908615473,0.9032258064516129,0.9491525423728814,1.0,365.0,348.0,17.0,13.0,12.0,1.0,91.0,91.0,0.0,0
0.8738721673478722,0.7391304347826086,0.85,0.8947368421052632,125.0,127.0,2.0,5.0,5.0,0.0,36.0,38.0,2.0,1
0.8660234944841029,0.7878787878787878,0.8813559322033898,0.9629629629629629,268.0,271.0,3.0,12.0,12.0,0.0,56.0,68.0,12.0,1
0.3438412068643613,0.5384615384615384,0.7,0.7777777777777778,409.0,197.0,212.0,25.0,9.0,16.0,189.0,78.0,111.0,1
0.09486398170910179,0.15254237288135594,0.2647058823529412,0.45,155.0,267.0,112.0,6.0,11.0,5.0,37.0,99.0,62.0,1
0.5456641296147002,0.5151515151515151,0.68,0.7727272727272727,156.0,205.0,49.0,11.0,12.0,1.0,50.0,67.0,17.0,1
0.8071651038799712,0.7586206896551724,0.8627450980392157,0.88,206.0,195.0,11.0,10.0,10.0,0.0,53.0,47.0,6.0,1
0.5086448372912843,0.7058823529411765,0.8275862068965517,0.8275862068965517,208.0,263.0,55.0,8.0,7.0,1.0,66.0,69.0,3.0,1
0.968498801885242,0.9411764705882353,0.9696969696969697,0.9696969696969697,413.0,417.0,4.0,8.0,8.0,0.0,100.0,100.0,0.0,0
0.3262799745061169,0.7391304347826086,0.85,0.85,157.0,156.0,1.0,6.0,6.0,0.0,32.0,31.0,1.0,0
0.759482751180319,0.7307692307692307,0.8444444444444444,0.9047619047619048,139.0,142.0,3.0,9.0,11.0,2.0,41.0,45.0,4.0,0
0.8048804697021474,0.88,0.9361702127659575,0.9565217391304348,143.0,149.0,6.0,7.0,7.0,0.0,55.0,59.0,4.0,0
0.2749481375643449,0.7391304347826086,0.85,0.85,162.0,166.0,4.0,5.0,5.0,0.0,35.0,35.0,0.0,0
0.5766880429822,0.7575757575757576,0.8620689655172413,0.9259259259259259,288.0,287.0,1.0,15.0,15.0,0.0,94.0,91.0,3.0,0
0.9276935074159314,0.8709677419354839,0.9310344827586207,0.9310344827586207,406.0,382.0,24.0,17.0,17.0,0.0,133.0,133.0,0.0,0
0.6092742991957457,0.6046511627906976,0.7536231884057971,0.7878787878787878,381.0,322.0,59.0,10.0,10.0,0.0,97.0,80.0,17.0,1
0.9795147815986759,0.9473684210526315,0.972972972972973,1.0,211.0,213.0,2.0,11.0,11.0,0.0,63.0,63.0,0.0,0
0.801270982871254,0.7894736842105263,0.8823529411764706,0.8823529411764706,113.0,110.0,3.0,5.0,5.0,0.0,26.0,26.0,0.0,0
0.9254603246771526,0.9047619047619048,0.95,0.95,180.0,181.0,1.0,5.0,5.0,0.0,55.0,55.0,0.0,0
0.8299750707749282,0.8333333333333334,0.9090909090909091,0.9090909090909091,179.0,175.0,4.0,5.0,5.0,0.0,38.0,38.0,0.0,0
0.5864601316715667,0.7058823529411765,0.8275862068965517,0.8888888888888888,279.0,173.0,106.0,9.0,5.0,4.0,64.0,51.0,13.0,1
0.7336713478248273,0.8076923076923077,0.8936170212765957,0.9130434782608695,188.0,250.0,62.0,6.0,10.0,4.0,49.0,59.0,10.0,1
1.0000000000000002,1.0,1.0,1.0,159.0,155.0,4.0,8.0,8.0,0.0,47.0,47.0,0.0,0
0.8168974117011013,0.8095238095238095,0.8947368421052632,0.9444444444444444,250.0,250.0,0.0,11.0,7.0,4.0,63.0,64.0,1.0,1
0.9438657618852535,0.8181818181818182,0.9,0.9,441.0,456.0,15.0,11.0,11.0,0.0,126.0,126.0,0.0,0
0.44410327928946797,0.52,0.6842105263157895,0.7647058823529411,130.0,166.0,36.0,7.0,8.0,1.0,37.0,50.0,13.0,1
0.9657950616257742,0.9583333333333334,0.9787234042553191,1.0,137.0,140.0,3.0,8.0,8.0,0.0,43.0,45.0,2.0,0
0.5583482877933432,0.6333333333333333,0.7755102040816326,0.7916666666666666,151.0,183.0,32.0,5.0,7.0,2.0,42.0,43.0,1.0,1
0.9019234985080499,0.8194444444444444,0.9007633587786259,0.9076923076923077,850.0,903.0,53.0,24.0,25.0,1.0,216.0,223.0,7.0,0
0.6960703081270204,0.8888888888888888,0.9411764705882353,0.96,172.0,164.0,8.0,7.0,7.0,0.0,47.0,53.0,6.0,1
0.4967307180839867,0.4864864864864865,0.6545454545454545,0.72,270.0,294.0,24.0,9.0,11.0,2.0,57.0,81.0,24.0,1
0.6285823203161629,0.9090909090909091,0.9523809523809523,0.9523809523809523,194.0,207.0,13.0,12.0,11.0,1.0,67.0,89.0,22.0,1
0.35030909507235586,0.8333333333333334,0.9090909090909091,0.9090909090909091,127.0,126.0,1.0,8.0,8.0,0.0,42.0,41.0,1.0,0
0.7214204087380431,0.6363636363636364,0.7777777777777778,0.875,277.0,157.0,120.0,12.0,7.0,5.0,77.0,52.0,25.0,1
0.3589655520426612,0.47368421052631576,0.6428571428571429,0.6428571428571429,310.0,347.0,37.0,11.0,11.0,0.0,78.0,78.0,0.0,0
0.588250419045115,0.7142857142857143,0.8333333333333334,0.8333333333333334,316.0,325.0,9.0,11.0,11.0,0.0,56.0,56.0,0.0,0
0.3768769569751197,0.4888888888888889,0.6567164179104478,0.6666666666666666,226.0,214.0,12.0,12.0,12.0,0.0,81.0,59.0,22.0,1
0.40897118273358357,0.5555555555555556,0.7142857142857143,0.8823529411764706,331.0,125.0,206.0,10.0,3.0,7.0,89.0,29.0,60.0,1
0.9135942425248629,0.75,0.8571428571428571,0.8571428571428571,202.0,198.0,4.0,7.0,7.0,0.0,52.0,51.0,1.0,0
0.676579860010893,0.8205128205128205,0.9014084507042254,0.9696969696969697,366.0,431.0,65.0,12.0,12.0,0.0,125.0,125.0,0.0,0
0.9246090678514972,0.9090909090909091,0.9523809523809523,0.9523809523809523,573.0,567.0,6.0,25.0,25.0,0.0,123.0,133.0,10.0,0
0.904408758627984,0.851063829787234,0.9195402298850575,0.9302325581395349,625.0,754.0,129.0,21.0,21.0,0.0,173.0,174.0,1.0,0
0.8713714770657545,0.9166666666666666,0.9565217391304348,0.9565217391304348,501.0,499.0,2.0,13.0,13.0,0.0,149.0,149.0,0.0,0
0.9353961639842814,0.8518518518518519,0.92,0.92,209.0,212.0,3.0,7.0,7.0,0.0,64.0,64.0,0.0,0
0.9506744974343507,0.9259259259259259,0.9615384615384616,0.9615384615384616,184.0,184.0,0.0,6.0,6.0,0.0,49.0,49.0,0.0,0
0.7157718699006588,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,254.0,55.0,7.0,9.0,2.0,46.0,52.0,6.0,1
0.9070888512250824,0.8208955223880597,0.9016393442622951,0.9016393442622951,695.0,661.0,34.0,19.0,18.0,1.0,211.0,200.0,11.0,0
0.17521307918399875,0.6190476190476191,0.7647058823529411,0.7647058823529411,129.0,177.0,48.0,5.0,5.0,0.0,34.0,33.0,1.0,0
0.9626669732888367,0.8846153846153846,0.9387755102040817,0.9583333333333334,245.0,257.0,12.0,13.0,13.0,0.0,68.0,70.0,2.0,0
0.8450543902973401,0.8235294117647058,0.9032258064516129,0.9655172413793104,342.0,350.0,8.0,12.0,12.0,0.0,82.0,89.0,7.0,0
0.8987562979520817,0.8709677419354839,0.9310344827586207,0.9310344827586207,277.0,272.0,5.0,11.0,11.0,0.0,64.0,64.0,0.0,0
0.6932076611212412,0.7741935483870968,0.8727272727272727,0.8888888888888888,224.0,234.0,10.0,11.0,11.0,0.0,59.0,58.0,1.0,0
0.907108465633185,0.8214285714285714,0.9019607843137255,0.9583333333333334,247.0,205.0,42.0,7.0,6.0,1.0,91.0,79.0,12.0,0
0.9733448753774876,0.9,0.9473684210526315,0.9473684210526315,386.0,384.0,2.0,12.0,12.0,0.0,140.0,140.0,0.0,0
0.551442977578246,0.7307692307692307,0.8444444444444444,0.8636363636363636,196.0,219.0,23.0,10.0,10.0,0.0,54.0,53.0,1.0,0
0.9740200258012107,1.0,1.0,1.0,125.0,128.0,3.0,5.0,5.0,0.0,36.0,39.0,3.0,0
0.22007393936798023,0.5806451612903226,0.7346938775510204,0.782608695652174,137.0,189.0,52.0,8.0,14.0,6.0,43.0,56.0,13.0,1
0.5409396021150692,0.7727272727272727,0.8717948717948718,0.9444444444444444,117.0,120.0,3.0,8.0,8.0,0.0,35.0,33.0,2.0,0
0.3737251786069978,0.38461538461538464,0.5555555555555556,0.6521739130434783,292.0,115.0,177.0,14.0,3.0,11.0,70.0,38.0,32.0,1
0.1632163765356618,0.6818181818181818,0.8108108108108109,0.8333333333333334,126.0,135.0,9.0,7.0,6.0,1.0,29.0,27.0,2.0,0
0.9734278537763067,0.9714285714285714,0.9855072463768116,1.0,595.0,559.0,36.0,13.0,13.0,0.0,138.0,128.0,10.0,1
0.9572721822850732,0.918918918918919,0.9577464788732394,0.9714285714285714,423.0,436.0,13.0,7.0,7.0,0.0,134.0,134.0,0.0,0
0.34874838086178606,0.6666666666666666,0.8,0.8888888888888888,99.0,134.0,35.0,6.0,6.0,0.0,29.0,37.0,8.0,0
0.2835301727767995,0.47619047619047616,0.6451612903225806,0.7142857142857143,81.0,88.0,7.0,6.0,5.0,1.0,26.0,26.0,0.0,1
0.9642192755398757,0.8787878787878788,0.9354838709677419,0.9354838709677419,283.0,292.0,9.0,12.0,12.0,0.0,73.0,77.0,4.0,0
0.1362240333578897,0.6571428571428571,0.7931034482758621,0.8214285714285714,278.0,335.0,57.0,12.0,17.0,5.0,114.0,109.0,5.0,1
0.9118690834713192,0.8148148148148148,0.8979591836734694,0.9565217391304348,182.0,204.0,22.0,10.0,10.0,0.0,48.0,57.0,9.0,0
0.18369167677788303,0.6571428571428571,0.7931034482758621,0.8214285714285714,278.0,358.0,80.0,12.0,18.0,6.0,114.0,109.0,5.0,1
0.7071518486433823,0.8148148148148148,0.8979591836734694,0.9166666666666666,249.0,247.0,2.0,7.0,7.0,0.0,46.0,48.0,2.0,0
0.782609042147087,0.8157894736842105,0.8985507246376812,0.9117647058823529,320.0,313.0,7.0,16.0,18.0,2.0,100.0,95.0,5.0,0
0.06549822923881311,0.15,0.2608695652173913,0.3333333333333333,236.0,162.0,74.0,11.0,4.0,7.0,57.0,71.0,14.0,1
0.6514083712789607,0.7307692307692307,0.8444444444444444,0.8636363636363636,152.0,165.0,13.0,7.0,7.0,0.0,64.0,74.0,10.0,1
0.24688312773159687,0.4883720930232558,0.65625,0.84,431.0,212.0,219.0,15.0,6.0,9.0,90.0,45.0,45.0,1
0.8517149876253532,0.8181818181818182,0.9,1.0,268.0,334.0,66.0,12.0,14.0,2.0,56.0,78.0,22.0,0
0.6559775325132415,0.8235294117647058,0.9032258064516129,0.9032258064516129,257.0,281.0,24.0,9.0,9.0,0.0,66.0,66.0,0.0,0
0.5299728982492039,0.6666666666666666,0.8,0.8461538461538461,233.0,175.0,58.0,11.0,8.0,3.0,77.0,54.0,23.0,1
0.5356409411056132,0.4772727272727273,0.6461538461538462,0.84,681.0,208.0,473.0,16.0,5.0,11.0,181.0,75.0,106.0,1
0.7776079563255451,0.75,0.8571428571428571,1.0,327.0,427.0,100.0,11.0,7.0,4.0,56.0,80.0,24.0,1
0.15369222376471384,0.6,0.75,0.7741935483870968,229.0,347.0,118.0,9.0,15.0,6.0,89.0,103.0,14.0,1
0.4354355599675854,0.8181818181818182,0.9,0.9,151.0,183.0,32.0,6.0,6.0,0.0,43.0,43.0,0.0,0
0.7347573432067145,0.92,0.9583333333333334,0.9583333333333334,267.0,258.0,9.0,16.0,19.0,3.0,56.0,56.0,0.0,0
0.2932071687297268,0.6071428571428571,0.7555555555555555,0.7727272727272727,124.0,165.0,41.0,8.0,8.0,0.0,42.0,68.0,26.0,1
0.9803270401733446,0.8947368421052632,0.9444444444444444,0.9444444444444444,250.0,251.0,1.0,11.0,11.0,0.0,63.0,63.0,0.0,0
0.7671850309643133,0.88,0.9361702127659575,0.9565217391304348,196.0,198.0,2.0,10.0,10.0,0.0,54.0,54.0,0.0,0
0.7667535394064079,0.8947368421052632,0.9444444444444444,0.9714285714285714,332.0,362.0,30.0,8.0,12.0,4.0,103.0,113.0,10.0,1
0.4830595552876847,0.9411764705882353,0.9696969696969697,0.9696969696969697,239.0,263.0,24.0,8.0,8.0,0.0,78.0,78.0,0.0,0
0.5508433375970004,0.8823529411764706,0.9375,0.9375,114.0,106.0,8.0,5.0,5.0,0.0,24.0,24.0,0.0,0
0.15328981620717463,0.2631578947368421,0.4166666666666667,0.5,126.0,111.0,15.0,5.0,5.0,0.0,25.0,22.0,3.0,1
0.6445278402357558,0.7575757575757576,0.8620689655172413,0.8928571428571429,194.0,232.0,38.0,4.0,8.0,4.0,73.0,81.0,8.0,1
0.9499105149010002,0.9245283018867925,0.9607843137254902,1.0,651.0,571.0,80.0,22.0,20.0,2.0,147.0,133.0,14.0,0
0.5249833838588918,0.5,0.6666666666666666,0.6923076923076923,100.0,82.0,18.0,6.0,4.0,2.0,24.0,19.0,5.0,1
0.48329059248651235,0.4583333333333333,0.6285714285714286,0.9166666666666666,90.0,194.0,104.0,4.0,11.0,7.0,25.0,54.0,29.0,1
0.517745117920195,0.6538461538461539,0.7906976744186046,0.8095238095238095,147.0,164.0,17.0,6.0,7.0,1.0,43.0,45.0,2.0,1
0.5555821609123093,0.78125,0.8771929824561403,0.9259259259259259,288.0,292.0,4.0,15.0,15.0,0.0,94.0,91.0,3.0,0
0.6960703081270204,0.8888888888888888,0.9411764705882353,0.96,172.0,164.0,8.0,7.0,7.0,0.0,47.0,53.0,6.0,1
0.3431963582706269,0.475,0.6440677966101694,0.6551724137931034,242.0,170.0,72.0,7.0,4.0,3.0,79.0,58.0,21.0,1
0.4319619187386593,0.7931034482758621,0.8846153846153846,0.8846153846153846,258.0,249.0,9.0,10.0,10.0,0.0,54.0,54.0,0.0,0
0.42234671058935497,0.5,0.6666666666666666,0.8181818181818182,135.0,272.0,137.0,4.0,12.0,8.0,33.0,77.0,44.0,1
0.5144397455668789,0.6122448979591837,0.759493670886076,0.9090909090909091,569.0,361.0,208.0,18.0,9.0,9.0,122.0,79.0,43.0,1
0.9045929249989051,0.8947368421052632,0.9444444444444444,0.9444444444444444,120.0,127.0,7.0,5.0,5.0,0.0,39.0,39.0,0.0,0
0.41015004810732225,0.6666666666666666,0.8,0.8275862068965517,240.0,126.0,114.0,16.0,11.0,5.0,75.0,64.0,11.0,1
0.7198067491565417,0.7692307692307693,0.8695652173913043,0.9090909090909091,115.0,145.0,30.0,5.0,6.0,1.0,34.0,42.0,8.0,0
0.48826266971693555,0.4444444444444444,0.6153846153846154,0.8,245.0,125.0,120.0,8.0,5.0,3.0,77.0,35.0,42.0,1
0.6477080514113859,0.4230769230769231,0.5945945945945946,0.8461538461538461,142.0,62.0,80.0,3.0,2.0,1.0,50.0,19.0,31.0,1
0.73277173482502,0.5172413793103449,0.6818181818181818,0.7142857142857143,213.0,223.0,10.0,9.0,10.0,1.0,61.0,62.0,1.0,1
0.4725436667957824,0.48484848484848486,0.6530612244897959,0.8,185.0,134.0,51.0,8.0,4.0,4.0,73.0,56.0,17.0,1
0.5489834592833813,0.5384615384615384,0.7,0.8235294117647058,222.0,81.0,141.0,10.0,4.0,6.0,76.0,31.0,45.0,1
0.6973580138605362,0.5357142857142857,0.6976744186046512,0.75,104.0,127.0,23.0,4.0,3.0,1.0,31.0,39.0,8.0,1
0.9568481854519156,0.8888888888888888,0.9411764705882353,1.0,103.0,89.0,14.0,5.0,4.0,1.0,36.0,32.0,4.0,1
1.0000000000000002,1.0,1.0,1.0,184.0,184.0,0.0,10.0,10.0,0.0,47.0,47.0,0.0,0
0.6982238015935025,0.6944444444444444,0.819672131147541,0.8333333333333334,214.0,219.0,5.0,4.0,6.0,2.0,72.0,69.0,3.0,1
0.5474683866648385,0.8620689655172413,0.9259259259259259,0.9259259259259259,285.0,244.0,41.0,7.0,7.0,0.0,74.0,71.0,3.0,0
0.9407520544293858,0.8064516129032258,0.8928571428571429,0.9259259259259259,166.0,166.0,0.0,7.0,7.0,0.0,58.0,59.0,1.0,0
