cosine_tfidf,jaccard_tokens,dice_tokens,overlap_unique_tokens,char_len_a,char_len_b,char_len_diff,line_count_a,line_count_b,line_count_diff,token_count_a,token_count_b,token_count_diff,clone_type
0.8946169334579039,0.8333333333333334,0.9090909090909091,1.0,169.0,223.0,54.0,8.0,11.0,3.0,40.0,56.0,16.0,type_III
0.9164810597152986,0.8260869565217391,0.9047619047619048,0.95,169.0,163.0,6.0,8.0,8.0,0.0,40.0,42.0,2.0,type_III
0.8394551395845689,0.7916666666666666,0.8837209302325582,0.95,169.0,181.0,12.0,8.0,8.0,0.0,40.0,46.0,6.0,type_III
0.8133662915815486,0.7894736842105263,0.8823529411764706,0.9375,100.0,170.0,70.0,5.0,8.0,3.0,23.0,41.0,18.0,type_III
0.7855592957053776,0.7272727272727273,0.8421052631578947,1.0,100.0,174.0,74.0,5.0,8.0,3.0,23.0,44.0,21.0,type_III
0.4335860129601036,0.7333333333333333,0.8461538461538461,0.8461538461538461,238.0,210.0,28.0,9.0,10.0,1.0,77.0,77.0,0.0,type_III
0.952713710675413,0.9523809523809523,0.975609756097561,1.0,97.0,94.0,3.0,6.0,7.0,1.0,36.0,36.0,0.0,type_III
0.6055804458083447,0.64,0.7804878048780488,0.8,97.0,112.0,15.0,6.0,6.0,0.0,36.0,37.0,1.0,type_III
0.4248562035995631,0.5769230769230769,0.7317073170731707,0.7317073170731707,584.0,505.0,79.0,13.0,15.0,2.0,123.0,128.0,5.0,type_III
0.5562569910027652,0.56,0.717948717948718,0.7567567567567568,584.0,490.0,94.0,13.0,14.0,1.0,123.0,121.0,2.0,type_III
0.46321205075954647,0.5471698113207547,0.7073170731707317,0.7073170731707317,584.0,485.0,99.0,13.0,14.0,1.0,123.0,111.0,12.0,type_III
0.34906222805028514,0.6,0.75,0.7692307692307693,584.0,491.0,93.0,13.0,14.0,1.0,123.0,123.0,0.0,type_III
0.729765570191147,0.5576923076923077,0.7160493827160493,0.725,584.0,506.0,78.0,13.0,13.0,0.0,123.0,121.0,2.0,type_III
0.9176915707583814,0.8529411764705882,0.9206349206349206,0.9354838709677419,259.0,239.0,20.0,17.0,17.0,0.0,86.0,84.0,2.0,type_III
0.9308034657336861,0.8529411764705882,0.9206349206349206,0.9354838709677419,259.0,220.0,39.0,17.0,15.0,2.0,86.0,80.0,6.0,type_III
0.8574693498265344,0.8636363636363636,0.926829268292683,0.95,104.0,196.0,92.0,4.0,10.0,6.0,31.0,65.0,34.0,type_III
0.8571506960000619,0.7105263157894737,0.8307692307692308,1.0,254.0,416.0,162.0,6.0,11.0,5.0,62.0,91.0,29.0,type_III
0.9270676210739426,0.7714285714285715,0.8709677419354839,1.0,254.0,329.0,75.0,6.0,9.0,3.0,62.0,78.0,16.0,type_III
0.902749565792503,0.9,0.9473684210526315,1.0,254.0,343.0,89.0,6.0,8.0,2.0,62.0,75.0,13.0,type_III
0.9150117518164563,0.8709677419354839,0.9310344827586207,1.0,254.0,289.0,35.0,6.0,8.0,2.0,62.0,70.0,8.0,type_III
0.9395127227174165,0.9642857142857143,0.9818181818181818,1.0,254.0,291.0,37.0,6.0,7.0,1.0,62.0,65.0,3.0,type_III
0.7178011453310656,0.7941176470588235,0.8852459016393442,0.9642857142857143,259.0,229.0,30.0,12.0,12.0,0.0,86.0,93.0,7.0,type_III
0.6900322015654642,0.8333333333333334,0.9090909090909091,0.9090909090909091,259.0,277.0,18.0,12.0,13.0,1.0,86.0,106.0,20.0,type_III
0.5804924596654969,0.8857142857142857,0.9393939393939394,0.9393939393939394,259.0,327.0,68.0,12.0,12.0,0.0,86.0,97.0,11.0,type_III
0.7152553007177137,0.8857142857142857,0.9393939393939394,0.9393939393939394,259.0,310.0,51.0,12.0,12.0,0.0,86.0,97.0,11.0,type_III
0.8429882521196879,0.7090909090909091,0.8297872340425532,0.8478260869565217,795.0,833.0,38.0,18.0,18.0,0.0,152.0,181.0,29.0,type_III
0.9362513756052047,0.9166666666666666,0.9565217391304348,1.0,56.0,62.0,6.0,4.0,5.0,1.0,24.0,27.0,3.0,type_III
0.915349647610618,0.8461538461538461,0.9166666666666666,1.0,56.0,62.0,6.0,4.0,5.0,1.0,24.0,27.0,3.0,type_III
0.7278725724254189,0.8620689655172413,0.9259259259259259,0.9615384615384616,145.0,171.0,26.0,8.0,9.0,1.0,49.0,55.0,6.0,type_III
0.72833736547401,0.8620689655172413,0.9259259259259259,0.9615384615384616,145.0,167.0,22.0,8.0,9.0,1.0,49.0,55.0,6.0,type_III
0.7760906084399005,0.9259259259259259,0.9615384615384616,0.9615384615384616,145.0,155.0,10.0,8.0,8.0,0.0,49.0,49.0,0.0,type_III
0.8456224449206134,0.7,0.8235294117647058,0.84,145.0,141.0,4.0,8.0,7.0,1.0,49.0,49.0,0.0,type_III
0.7780572135722531,0.7551020408163265,0.8604651162790697,0.8809523809523809,573.0,605.0,32.0,25.0,26.0,1.0,123.0,155.0,32.0,type_III
0.8389221951716868,0.7872340425531915,0.8809523809523809,0.8809523809523809,573.0,589.0,16.0,25.0,24.0,1.0,123.0,139.0,16.0,type_III
0.834661125424517,0.7551020408163265,0.8604651162790697,0.8809523809523809,573.0,599.0,26.0,25.0,25.0,0.0,123.0,142.0,19.0,type_III
0.8573215825398011,0.8222222222222222,0.9024390243902439,0.925,573.0,566.0,7.0,25.0,23.0,2.0,123.0,134.0,11.0,type_III
0.7543507384513289,0.75,0.8571428571428571,0.8571428571428571,573.0,477.0,96.0,25.0,21.0,4.0,123.0,133.0,10.0,type_III
0.7424544606618612,0.851063829787234,0.9195402298850575,0.9523809523809523,573.0,432.0,141.0,25.0,21.0,4.0,123.0,103.0,20.0,type_III
0.7786641557477644,0.8085106382978723,0.8941176470588236,0.9047619047619048,573.0,453.0,120.0,25.0,21.0,4.0,123.0,114.0,9.0,type_III
0.7724143185132417,0.782608695652174,0.8780487804878049,0.9,573.0,437.0,136.0,25.0,19.0,6.0,123.0,112.0,11.0,type_III
0.5151493999494509,0.5897435897435898,0.7419354838709677,0.7666666666666667,358.0,347.0,11.0,13.0,16.0,3.0,88.0,88.0,0.0,type_III
0.3068770136617826,0.5945945945945946,0.7457627118644068,0.7586206896551724,358.0,272.0,86.0,13.0,12.0,1.0,88.0,56.0,32.0,type_III
0.9570687812922215,0.9166666666666666,0.9565217391304348,1.0,283.0,294.0,11.0,9.0,10.0,1.0,78.0,84.0,6.0,type_III
0.962828806068406,0.9565217391304348,0.9777777777777777,1.0,283.0,275.0,8.0,9.0,9.0,0.0,78.0,78.0,0.0,type_III
0.9664093436548692,1.0,1.0,1.0,283.0,234.0,49.0,9.0,7.0,2.0,78.0,68.0,10.0,type_III
0.8238149297751897,0.8857142857142857,0.9393939393939394,1.0,238.0,294.0,56.0,9.0,13.0,4.0,58.0,68.0,10.0,type_III
0.6896503653989935,0.7931034482758621,0.8846153846153846,0.92,253.0,265.0,12.0,7.0,8.0,1.0,60.0,65.0,5.0,type_III
0.9780638391535182,0.9354838709677419,0.9666666666666667,0.9666666666666667,309.0,316.0,7.0,8.0,8.0,0.0,79.0,81.0,2.0,type_III
0.9538180326093803,0.9032258064516129,0.9491525423728814,0.9655172413793104,309.0,282.0,27.0,8.0,7.0,1.0,79.0,72.0,7.0,type_III
0.9364038878114977,0.9032258064516129,0.9491525423728814,0.9655172413793104,309.0,295.0,14.0,8.0,7.0,1.0,79.0,75.0,4.0,type_III
0.800917151663955,0.6410256410256411,0.78125,0.8333333333333334,309.0,312.0,3.0,8.0,7.0,1.0,79.0,78.0,1.0,type_III
0.8394249262121813,0.8181818181818182,0.9,0.9,309.0,299.0,10.0,8.0,7.0,1.0,79.0,74.0,5.0,type_III
0.9346273039024899,0.8181818181818182,0.9,0.9,309.0,288.0,21.0,8.0,7.0,1.0,79.0,74.0,5.0,type_III
0.916453503508662,0.84375,0.9152542372881356,0.9310344827586207,309.0,281.0,28.0,8.0,7.0,1.0,79.0,74.0,5.0,type_III
0.882353091594371,0.7142857142857143,0.8333333333333334,0.8333333333333334,309.0,230.0,79.0,8.0,7.0,1.0,79.0,63.0,16.0,type_III
0.8331374474263127,0.8055555555555556,0.8923076923076924,0.9666666666666667,309.0,535.0,226.0,8.0,13.0,5.0,79.0,132.0,53.0,type_III
0.8602025196861385,0.8285714285714286,0.90625,0.9666666666666667,309.0,487.0,178.0,8.0,12.0,4.0,79.0,121.0,42.0,type_III
0.8902204626354796,0.8529411764705882,0.9206349206349206,0.9666666666666667,309.0,438.0,129.0,8.0,11.0,3.0,79.0,110.0,31.0,type_III
0.9219378888020079,0.8787878787878788,0.9354838709677419,0.9666666666666667,309.0,394.0,85.0,8.0,10.0,2.0,79.0,99.0,20.0,type_III
0.811706042050924,0.7619047619047619,0.8648648648648649,0.8888888888888888,122.0,137.0,15.0,4.0,5.0,1.0,27.0,31.0,4.0,type_III
0.8124714595803163,0.7619047619047619,0.8648648648648649,0.8888888888888888,122.0,137.0,15.0,4.0,5.0,1.0,27.0,31.0,4.0,type_III
0.8745412550391942,0.782608695652174,0.8780487804878049,0.9,141.0,143.0,2.0,6.0,9.0,3.0,36.0,36.0,0.0,type_III
0.937498246888854,0.8095238095238095,0.8947368421052632,0.9444444444444444,141.0,147.0,6.0,6.0,8.0,2.0,36.0,37.0,1.0,type_III
0.937498246888854,0.8095238095238095,0.8947368421052632,0.9444444444444444,141.0,146.0,5.0,6.0,6.0,0.0,36.0,37.0,1.0,type_III
0.4279346999837185,0.7142857142857143,0.8333333333333334,0.8620689655172413,238.0,318.0,80.0,13.0,17.0,4.0,65.0,78.0,13.0,type_III
0.4176154989323979,0.7142857142857143,0.8333333333333334,0.8620689655172413,238.0,315.0,77.0,13.0,17.0,4.0,65.0,78.0,13.0,type_III
0.565883334344251,0.8235294117647058,0.9032258064516129,0.9655172413793104,238.0,340.0,102.0,13.0,12.0,1.0,65.0,85.0,20.0,type_III
0.22384540534534836,0.5945945945945946,0.7457627118644068,0.7586206896551724,238.0,445.0,207.0,13.0,18.0,5.0,65.0,90.0,25.0,type_III
0.40739756984814574,0.5897435897435898,0.7419354838709677,0.7931034482758621,238.0,385.0,147.0,13.0,15.0,2.0,65.0,85.0,20.0,type_III
0.6190247675484601,0.7647058823529411,0.8666666666666667,0.896551724137931,238.0,366.0,128.0,13.0,14.0,1.0,65.0,78.0,13.0,type_III
0.6182613851720283,0.7428571428571429,0.8524590163934426,0.896551724137931,238.0,351.0,113.0,13.0,14.0,1.0,65.0,78.0,13.0,type_III
0.2557733297285402,0.7333333333333333,0.8461538461538461,0.9166666666666666,112.0,118.0,6.0,5.0,6.0,1.0,19.0,22.0,3.0,type_III
0.20421722348186502,0.7333333333333333,0.8461538461538461,0.9166666666666666,112.0,126.0,14.0,5.0,6.0,1.0,19.0,22.0,3.0,type_III
0.24451863428030934,0.44680851063829785,0.6176470588235294,0.6363636363636364,275.0,359.0,84.0,13.0,17.0,4.0,74.0,68.0,6.0,type_III
0.3199425905869484,0.5217391304347826,0.6857142857142857,0.6857142857142857,275.0,369.0,94.0,13.0,16.0,3.0,74.0,72.0,2.0,type_III
0.31509704889839335,0.5106382978723404,0.676056338028169,0.6857142857142857,275.0,439.0,164.0,13.0,17.0,4.0,74.0,78.0,4.0,type_III
0.40619894279596064,0.5111111111111111,0.6764705882352942,0.696969696969697,275.0,344.0,69.0,13.0,17.0,4.0,74.0,66.0,8.0,type_III
0.35653485524763345,0.5333333333333333,0.6956521739130435,0.7058823529411765,275.0,338.0,63.0,13.0,17.0,4.0,74.0,69.0,5.0,type_III
0.47671978358018674,0.5428571428571428,0.7037037037037037,0.7307692307692307,206.0,263.0,57.0,10.0,13.0,3.0,53.0,61.0,8.0,type_III
0.6578177888506964,0.6363636363636364,0.7777777777777778,0.8076923076923077,206.0,264.0,58.0,10.0,13.0,3.0,53.0,61.0,8.0,type_III
0.8611152970201408,0.8571428571428571,0.9230769230769231,0.9230769230769231,206.0,220.0,14.0,10.0,12.0,2.0,53.0,61.0,8.0,type_III
0.7996944605235001,0.7586206896551724,0.8627450980392157,0.88,206.0,195.0,11.0,10.0,10.0,0.0,53.0,47.0,6.0,type_III
0.7650107830928268,0.8695652173913043,0.9302325581395349,1.0,191.0,126.0,65.0,12.0,9.0,3.0,42.0,34.0,8.0,type_III
0.8685290452586156,0.8717948717948718,0.9315068493150684,0.9714285714285714,346.0,383.0,37.0,8.0,9.0,1.0,103.0,111.0,8.0,type_III
0.9672302147086612,0.9444444444444444,0.9714285714285714,0.9714285714285714,346.0,329.0,17.0,8.0,7.0,1.0,103.0,100.0,3.0,type_III
0.7601966129610852,0.6486486486486487,0.7868852459016393,0.9230769230769231,346.0,304.0,42.0,8.0,6.0,2.0,103.0,98.0,5.0,type_III
0.8182566303737365,0.8918918918918919,0.9428571428571428,0.9428571428571428,332.0,323.0,9.0,8.0,11.0,3.0,103.0,103.0,0.0,type_III
0.8048036616923337,0.8108108108108109,0.8955223880597015,0.9375,332.0,319.0,13.0,8.0,11.0,3.0,103.0,106.0,3.0,type_III
0.8457429940699286,0.8055555555555556,0.8923076923076924,0.9354838709677419,338.0,280.0,58.0,12.0,9.0,3.0,94.0,73.0,21.0,type_III
0.8758446658165888,0.8823529411764706,0.9375,1.0,338.0,278.0,60.0,12.0,9.0,3.0,94.0,73.0,21.0,type_III
0.9743350349766253,0.8918918918918919,0.9428571428571428,0.9705882352941176,693.0,680.0,13.0,16.0,15.0,1.0,154.0,156.0,2.0,type_III
0.9559225317395952,0.8333333333333334,0.9090909090909091,0.9375,693.0,653.0,40.0,16.0,14.0,2.0,154.0,147.0,7.0,type_III
0.9318092294452334,0.8108108108108109,0.8955223880597015,0.9090909090909091,693.0,587.0,106.0,16.0,13.0,3.0,154.0,134.0,20.0,type_III
0.9177494189585738,0.8333333333333334,0.9090909090909091,0.9375,693.0,571.0,122.0,16.0,12.0,4.0,154.0,128.0,26.0,type_III
0.5988548384942891,0.7692307692307693,0.8695652173913043,0.9523809523809523,220.0,373.0,153.0,6.0,10.0,4.0,52.0,78.0,26.0,type_III
0.7339710902843551,0.6666666666666666,0.8,0.9523809523809523,220.0,343.0,123.0,6.0,8.0,2.0,52.0,80.0,28.0,type_III
0.7820822474678165,0.8,0.8888888888888888,0.9523809523809523,220.0,280.0,60.0,6.0,7.0,1.0,52.0,65.0,13.0,type_III
0.7474984540040378,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,268.0,69.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.7442175026526096,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,280.0,81.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.7100288368590344,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,254.0,55.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.762621953191524,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,268.0,69.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.8606157953584473,0.9285714285714286,0.9629629629629629,1.0,199.0,256.0,57.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.7100288368590344,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,256.0,57.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.7161989539926358,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,272.0,73.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.7409793781477567,0.8620689655172413,0.9259259259259259,0.9615384615384616,199.0,262.0,63.0,7.0,9.0,2.0,46.0,52.0,6.0,type_III
0.9574859546622759,0.9629629629629629,0.9811320754716981,1.0,199.0,213.0,14.0,7.0,8.0,1.0,46.0,49.0,3.0,type_III
0.6947707287914099,0.5416666666666666,0.7027027027027027,0.7222222222222222,145.0,130.0,15.0,5.0,5.0,0.0,29.0,26.0,3.0,type_III
0.9079710760722575,0.7619047619047619,0.8648648648648649,0.8888888888888888,145.0,143.0,2.0,5.0,5.0,0.0,29.0,30.0,1.0,type_III
0.7986268084301329,0.7272727272727273,0.8421052631578947,0.8421052631578947,145.0,148.0,3.0,5.0,5.0,0.0,29.0,29.0,0.0,type_III
0.8894810043469216,0.8055555555555556,0.8923076923076924,0.90625,245.0,244.0,1.0,8.0,9.0,1.0,77.0,76.0,1.0,type_III
0.7456693602343484,0.75,0.8571428571428571,0.9,50.0,51.0,1.0,4.0,4.0,0.0,17.0,17.0,0.0,type_III
0.4668547862602443,0.6153846153846154,0.7619047619047619,0.8421052631578947,101.0,176.0,75.0,7.0,11.0,4.0,32.0,57.0,25.0,type_III
0.6246287262236102,0.7391304347826086,0.85,0.8947368421052632,101.0,133.0,32.0,7.0,8.0,1.0,32.0,35.0,3.0,type_III
0.18628273471048612,0.4827586206896552,0.6511627906976745,0.7368421052631579,101.0,121.0,20.0,7.0,7.0,0.0,32.0,52.0,20.0,type_III
0.668039737951669,0.8095238095238095,0.8947368421052632,0.8947368421052632,101.0,116.0,15.0,7.0,7.0,0.0,32.0,34.0,2.0,type_III
0.6576155214940903,0.6666666666666666,0.8,0.8571428571428571,209.0,243.0,34.0,6.0,8.0,2.0,60.0,63.0,3.0,type_III
0.7174260750403472,0.631578947368421,0.7741935483870968,0.8571428571428571,209.0,244.0,35.0,6.0,7.0,1.0,60.0,68.0,8.0,type_III
0.9345452405503851,0.896551724137931,0.9454545454545454,0.9629629629629629,209.0,204.0,5.0,6.0,6.0,0.0,60.0,62.0,2.0,type_III
0.6348931972929375,0.5142857142857142,0.6792452830188679,0.8571428571428571,228.0,374.0,146.0,6.0,8.0,2.0,40.0,64.0,24.0,type_III
0.7623026075101542,0.8695652173913043,0.9302325581395349,0.9523809523809523,228.0,263.0,35.0,6.0,6.0,0.0,40.0,48.0,8.0,type_III
0.8456243549793158,0.782608695652174,0.8780487804878049,0.9,144.0,131.0,13.0,5.0,4.0,1.0,37.0,33.0,4.0,type_III
0.9465211918070346,0.868421052631579,0.9295774647887324,0.9705882352941176,314.0,332.0,18.0,9.0,11.0,2.0,75.0,84.0,9.0,type_III
0.8418453128938617,0.8064516129032258,0.8928571428571429,0.9259259259259259,342.0,296.0,46.0,12.0,11.0,1.0,82.0,76.0,6.0,type_III
